typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
"True Sansha Control Tower Small Blueprint",27791,"Starbase - Control Tower Blueprints",6,NULL,1,30000,1,"True Sansha Control Tower Small",NULL,NULL,Structures,"Starbase Structures","Control Towers"
"Corporate Hangar Array Blueprint",2787,"Starbase Blueprint",10,100000000.0000,1,12000,1,"Corporate Hangar Array",NULL,NULL,Structures,"Starbase Structures","Corporate Hangar Array"
"Cynosural Generator Array Blueprint",2788,"Starbase Blueprint",10,250000000.0000,1,12000,1,"Cynosural Generator Array",NULL,NULL,Structures,"Starbase Structures","Cynosural Generator Array"
"Cynosural System Jammer Blueprint",2789,"Starbase Blueprint",10,250000000.0000,1,12000,1,"Cynosural System Jammer",NULL,NULL,Structures,"Starbase Structures","Cynosural System Jammer"
"Jump Bridge Blueprint",2800,"Starbase Blueprint",7,250000000.0000,1,24000,1,"Jump Bridge",NULL,NULL,Structures,"Starbase Structures","Jump Bridge "
"Experimental Laboratory Blueprint",2820,"Starbase - Mobile Laboratory Blueprints",10,75000000.0000,1,18000,1,"Experimental Laboratory",NULL,NULL,Structures,"Starbase Structures",Laboratory
"Research Laboratory Blueprint",2821,"Starbase - Mobile Laboratory Blueprints",10,75000000.0000,1,18000,1,"Research Laboratory",NULL,NULL,Structures,"Starbase Structures",Laboratory
"Design Laboratory Blueprint",28605,"Starbase - Mobile Laboratory Blueprints",10,100000000.0000,1,18000,1,"Design Laboratory",NULL,NULL,Structures,"Starbase Structures",Laboratory
"Moon Harvesting Array Blueprint",2786,"Starbase Blueprint",10,100000000.0000,1,18000,1,"Moon Harvesting Array",NULL,NULL,Structures,"Starbase Structures","Moon Harvesting Arrays"
"Personal Hangar Array Blueprint",33150,"Starbase Blueprint",10,300000000.0000,1,12000,1,"Personal Hangar Array",NULL,NULL,Structures,"Starbase Structures","Personal Hangar Arrays"
"Biochemical Reactor Array Blueprint",2790,"Starbase Blueprint",7,50000000.0000,1,24000,1,"Biochemical Reactor Array",NULL,NULL,Structures,"Starbase Structures",Reactors
"Complex Reactor Array Blueprint",2791,"Starbase Blueprint",7,50000000.0000,1,24000,1,"Complex Reactor Array",NULL,NULL,Structures,"Starbase Structures",Reactors
"Medium Biochemical Reactor Array Blueprint",2793,"Starbase Blueprint",7,50000000.0000,1,24000,1,"Medium Biochemical Reactor Array",NULL,NULL,Structures,"Starbase Structures",Reactors
"Polymer Reactor Array Blueprint",2795,"Starbase Blueprint",7,50000000.0000,1,24000,1,"Polymer Reactor Array",NULL,NULL,Structures,"Starbase Structures",Reactors
"Simple Reactor Array Blueprint",2797,"Starbase Blueprint",7,50000000.0000,1,24000,1,"Simple Reactor Array",NULL,NULL,Structures,"Starbase Structures",Reactors
"Intensive Reprocessing Array Blueprint",2765,"Starbase Blueprint",7,50000000.0000,1,24000,1,"Intensive Reprocessing Array",NULL,NULL,Structures,"Starbase Structures","Reprocessing Arrays"
"Reprocessing Array Blueprint",2769,"Starbase Blueprint",7,50000000.0000,1,24000,1,"Reprocessing Array",NULL,NULL,Structures,"Starbase Structures","Reprocessing Arrays"
"Ballistic Deflection Array Blueprint",2755,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Ballistic Deflection Array",NULL,NULL,Structures,"Starbase Structures","Shield Hardening Arrays"
"Explosion Dampening Array Blueprint",2757,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Explosion Dampening Array",NULL,NULL,Structures,"Starbase Structures","Shield Hardening Arrays"
"Heat Dissipation Array Blueprint",2759,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Heat Dissipation Array",NULL,NULL,Structures,"Starbase Structures","Shield Hardening Arrays"
"Photon Scattering Array Blueprint",2761,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Photon Scattering Array",NULL,NULL,Structures,"Starbase Structures","Shield Hardening Arrays"
"X-Large Ship Maintenance Array Blueprint",2750,"Starbase Blueprint",10,500000000.0000,1,12000,1,"X-Large Ship Maintenance Array",NULL,NULL,Structures,"Starbase Structures","Ship Maintenance Arrays"
"Ship Maintenance Array Blueprint",2752,"Starbase Blueprint",10,100000000.0000,1,12000,1,"Ship Maintenance Array",NULL,NULL,Structures,"Starbase Structures","Ship Maintenance Arrays"
"Biochemical Silo Blueprint",2742,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Biochemical Silo",NULL,NULL,Structures,"Starbase Structures",Silos
"Catalyst Silo Blueprint",2743,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Catalyst Silo",NULL,NULL,Structures,"Starbase Structures",Silos
"Coupling Array Blueprint",2744,"Starbase Blueprint",10,50000000.0000,1,12000,1,"Coupling Array",NULL,NULL,Structures,"Starbase Structures",Silos
"General Storage Blueprint",2745,"Starbase Blueprint",10,50000000.0000,1,18000,1,"General Storage",NULL,NULL,Structures,"Starbase Structures",Silos
"Hazardous Chemical Silo Blueprint",2746,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Hazardous Chemical Silo",NULL,NULL,Structures,"Starbase Structures",Silos
"Hybrid Polymer Silo Blueprint",2747,"Starbase Blueprint",10,50000000.0000,1,18000,1,"Hybrid Polymer Silo",NULL,NULL,Structures,"Starbase Structures",Silos
"Silo Blueprint",2748,"Starbase Blueprint",10,50000000.0000,1,18000,1,Silo,NULL,NULL,Structures,"Starbase Structures",Silos
"Noise-15 'Needlejack' Filament Blueprint",53988,"Jump Filament Blueprint",20,NULL,1,9000,1,"Noise-15 'Needlejack' Filament",NULL,NULL,"Trade Goods",Filaments,"Jump Filaments"
"Signal-15 'Needlejack' Filament Blueprint",53989,"Jump Filament Blueprint",20,NULL,1,9000,1,"Signal-15 'Needlejack' Filament",NULL,NULL,"Trade Goods",Filaments,"Jump Filaments"
"Noise-25 'Needlejack' Filament Blueprint",53990,"Jump Filament Blueprint",20,NULL,1,9000,1,"Noise-25 'Needlejack' Filament",NULL,NULL,"Trade Goods",Filaments,"Jump Filaments"
"Signal-25 'Needlejack' Filament Blueprint",53991,"Jump Filament Blueprint",20,NULL,1,9000,1,"Signal-25 'Needlejack' Filament",NULL,NULL,"Trade Goods",Filaments,"Jump Filaments"
"ElectroPunch Ultra L Blueprint",54888,"Advanced Condenser Pack Blueprint",10,10000000000.0000,1,14400,200,"ElectroPunch Ultra L",NULL,"Ammunition & Charges","Condenser Packs","Advanced Condenser Packs",Large
"StrikeSnipe Ultra L Blueprint",54889,"Advanced Condenser Pack Blueprint",10,10000000000.0000,1,14400,200,"StrikeSnipe Ultra L",NULL,"Ammunition & Charges","Condenser Packs","Advanced Condenser Packs",Large
"ElectroPunch Ultra M Blueprint",54886,"Advanced Condenser Pack Blueprint",10,10000000000.0000,1,9600,200,"ElectroPunch Ultra M",NULL,"Ammunition & Charges","Condenser Packs","Advanced Condenser Packs",Medium
"StrikeSnipe Ultra M Blueprint",54887,"Advanced Condenser Pack Blueprint",10,10000000000.0000,1,9600,200,"StrikeSnipe Ultra M",NULL,"Ammunition & Charges","Condenser Packs","Advanced Condenser Packs",Medium
"ElectroPunch Ultra S Blueprint",54884,"Advanced Condenser Pack Blueprint",10,10000000000.0000,1,4800,200,"ElectroPunch Ultra S",NULL,"Ammunition & Charges","Condenser Packs","Advanced Condenser Packs",Small
"StrikeSnipe Ultra S Blueprint",54885,"Advanced Condenser Pack Blueprint",10,10000000000.0000,1,4800,200,"StrikeSnipe Ultra S",NULL,"Ammunition & Charges","Condenser Packs","Advanced Condenser Packs",Small
"GalvaSurge Condenser Pack L Blueprint",54869,"Condenser Pack Blueprint",200,40000.0000,1,900,500,"GalvaSurge Condenser Pack L",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Large
"MesmerFlux Condenser Pack L Blueprint",54870,"Condenser Pack Blueprint",200,40000.0000,1,900,500,"MesmerFlux Condenser Pack L",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Large
"BlastShot Condenser Pack L Blueprint",54871,"Condenser Pack Blueprint",200,40000.0000,1,900,500,"BlastShot Condenser Pack L",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Large
"SlamBolt Condenser Pack L Blueprint",54872,"Condenser Pack Blueprint",200,40000.0000,1,900,500,"SlamBolt Condenser Pack L",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Large
"GalvaSurge Condenser Pack M Blueprint",54865,"Condenser Pack Blueprint",300,40000.0000,1,600,500,"GalvaSurge Condenser Pack M",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Medium
"MesmerFlux Condenser Pack M Blueprint",54866,"Condenser Pack Blueprint",300,40000.0000,1,600,500,"MesmerFlux Condenser Pack M",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Medium
"BlastShot Condenser Pack M Blueprint",54867,"Condenser Pack Blueprint",300,40000.0000,1,600,500,"BlastShot Condenser Pack M",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Medium
"SlamBolt Condenser Pack M Blueprint",54868,"Condenser Pack Blueprint",300,40000.0000,1,600,500,"SlamBolt Condenser Pack M",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Medium
"GalvaSurge Condenser Pack S Blueprint",54861,"Condenser Pack Blueprint",600,40000.0000,1,300,500,"GalvaSurge Condenser Pack S",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Small
"MesmerFlux Condenser Pack S Blueprint",54862,"Condenser Pack Blueprint",600,40000.0000,1,300,500,"MesmerFlux Condenser Pack S",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Small
"BlastShot Condenser Pack S Blueprint",54863,"Condenser Pack Blueprint",600,40000.0000,1,300,500,"BlastShot Condenser Pack S",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Small
"SlamBolt Condenser Pack S Blueprint",54864,"Condenser Pack Blueprint",600,40000.0000,1,300,500,"SlamBolt Condenser Pack S",NULL,"Ammunition & Charges","Condenser Packs","Standard Condenser Packs",Small
"Occult L Blueprint",48110,"Advanced Exotic Plasma Charge Blueprint",10,10000000000.0000,1,14400,5000,"Occult L",NULL,"Ammunition & Charges","Exotic Plasma Charges","Advanced Exotic Plasma Charges",Large
"Mystic L Blueprint",48111,"Advanced Exotic Plasma Charge Blueprint",10,10000000000.0000,1,14400,5000,"Mystic L",NULL,"Ammunition & Charges","Exotic Plasma Charges","Advanced Exotic Plasma Charges",Large
"Occult M Blueprint",48105,"Advanced Exotic Plasma Charge Blueprint",10,10000000000.0000,1,9600,5000,"Occult M",NULL,"Ammunition & Charges","Exotic Plasma Charges","Advanced Exotic Plasma Charges",Medium
"Mystic M Blueprint",48106,"Advanced Exotic Plasma Charge Blueprint",10,10000000000.0000,1,9600,5000,"Mystic M",NULL,"Ammunition & Charges","Exotic Plasma Charges","Advanced Exotic Plasma Charges",Medium
"Occult S Blueprint",48100,"Advanced Exotic Plasma Charge Blueprint",10,10000000000.0000,1,4800,5000,"Occult S",NULL,"Ammunition & Charges","Exotic Plasma Charges","Advanced Exotic Plasma Charges",Small
"Mystic S Blueprint",48101,"Advanced Exotic Plasma Charge Blueprint",10,10000000000.0000,1,4800,5000,"Mystic S",NULL,"Ammunition & Charges","Exotic Plasma Charges","Advanced Exotic Plasma Charges",Small
"Baryon Exotic Plasma XL Blueprint",53031,"Exotic Plasma Charge Blueprint",200,30000000.0000,1,1200,5000,"Baryon Exotic Plasma XL",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges","Extra Large"
"Tetryon Exotic Plasma XL Blueprint",53303,"Exotic Plasma Charge Blueprint",200,1000000.0000,1,1200,5000,"Tetryon Exotic Plasma XL",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges","Extra Large"
"Meson Exotic Plasma XL Blueprint",53304,"Exotic Plasma Charge Blueprint",200,400000.0000,1,1200,5000,"Meson Exotic Plasma XL",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges","Extra Large"
"Tetryon Exotic Plasma L Blueprint",48107,"Exotic Plasma Charge Blueprint",200,1000000.0000,1,900,5000,"Tetryon Exotic Plasma L",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Large
"Baryon Exotic Plasma L Blueprint",48108,"Exotic Plasma Charge Blueprint",200,175000.0000,1,900,5000,"Baryon Exotic Plasma L",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Large
"Meson Exotic Plasma L Blueprint",48109,"Exotic Plasma Charge Blueprint",200,400000.0000,1,900,5000,"Meson Exotic Plasma L",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Large
"Tetryon Exotic Plasma M Blueprint",48102,"Exotic Plasma Charge Blueprint",300,400000.0000,1,600,5000,"Tetryon Exotic Plasma M",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Medium
"Baryon Exotic Plasma M Blueprint",48103,"Exotic Plasma Charge Blueprint",300,175000.0000,1,600,5000,"Baryon Exotic Plasma M",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Medium
"Meson Exotic Plasma M Blueprint",48104,"Exotic Plasma Charge Blueprint",300,150000.0000,1,600,5000,"Meson Exotic Plasma M",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Medium
"Tetryon Exotic Plasma S Blueprint",48097,"Exotic Plasma Charge Blueprint",600,100000.0000,1,300,5000,"Tetryon Exotic Plasma S",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Small
"Baryon Exotic Plasma S Blueprint",48098,"Exotic Plasma Charge Blueprint",600,50000.0000,1,300,5000,"Baryon Exotic Plasma S",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Small
"Meson Exotic Plasma S Blueprint",48099,"Exotic Plasma Charge Blueprint",600,40000.0000,1,300,5000,"Meson Exotic Plasma S",NULL,"Ammunition & Charges","Exotic Plasma Charges","Standard Exotic Plasma Charges",Small
"Gleam XL Blueprint",41335,"Advanced Frequency Crystal Blueprint",10,40000000.0000,1,32000,4,"Gleam XL",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals","Extra Large"
"Aurora XL Blueprint",41337,"Advanced Frequency Crystal Blueprint",10,30000000.0000,1,32000,4,"Aurora XL",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals","Extra Large"
"Aurora L Blueprint",12825,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,14400,4,"Aurora L",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals",Large
"Gleam L Blueprint",12829,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,14400,4,"Gleam L",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals",Large
"Aurora M Blueprint",12823,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,9600,4,"Aurora M",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals",Medium
"Gleam M Blueprint",12827,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,9600,4,"Gleam M",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals",Medium
"Gleam S Blueprint",12558,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,4800,4,"Gleam S",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals",Small
"Aurora S Blueprint",12560,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,4800,4,"Aurora S",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Beam Laser Crystals",Small
"Scorch XL Blueprint",41331,"Advanced Frequency Crystal Blueprint",10,15000000.0000,1,18000,4,"Scorch XL",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals","Extra Large"
"Conflagration XL Blueprint",41333,"Advanced Frequency Crystal Blueprint",10,25000000.0000,1,18000,4,"Conflagration XL",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals","Extra Large"
"Conflagration L Blueprint",12817,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,14400,4,"Conflagration L",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals",Large
"Scorch L Blueprint",12821,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,14400,4,"Scorch L",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals",Large
"Conflagration M Blueprint",12815,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,9600,4,"Conflagration M",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals",Medium
"Scorch M Blueprint",12819,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,9600,4,"Scorch M",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals",Medium
"Scorch S Blueprint",12564,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,4800,4,"Scorch S",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals",Small
"Conflagration S Blueprint",12566,"Advanced Frequency Crystal Blueprint",10,10000000000.0000,1,4800,4,"Conflagration S",NULL,"Ammunition & Charges","Frequency Crystals","Advanced Pulse Laser Crystals",Small
"Gamma XL Blueprint",17681,"Frequency Crystal Blueprint",100,35000000.0000,1,1200,1,"Gamma XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Infrared XL Blueprint",17683,"Frequency Crystal Blueprint",100,10000000.0000,1,1200,1,"Infrared XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Microwave XL Blueprint",17685,"Frequency Crystal Blueprint",100,20000000.0000,1,1200,1,"Microwave XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Multifrequency XL Blueprint",17687,"Frequency Crystal Blueprint",100,40000000.0000,1,1200,1,"Multifrequency XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Radio XL Blueprint",17689,"Frequency Crystal Blueprint",100,30000000.0000,1,1200,1,"Radio XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Standard XL Blueprint",17691,"Frequency Crystal Blueprint",100,12500000.0000,1,1200,1,"Standard XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Ultraviolet XL Blueprint",17693,"Frequency Crystal Blueprint",100,15000000.0000,1,1200,1,"Ultraviolet XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Xray XL Blueprint",17695,"Frequency Crystal Blueprint",100,25000000.0000,1,1200,1,"Xray XL",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals","Extra Large"
"Radio L Blueprint",1170,"Frequency Crystal Blueprint",200,3000000.0000,1,900,1,"Radio L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Microwave L Blueprint",1171,"Frequency Crystal Blueprint",200,2000000.0000,1,900,1,"Microwave L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Infrared L Blueprint",1172,"Frequency Crystal Blueprint",200,1000000.0000,1,900,1,"Infrared L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Standard L Blueprint",1173,"Frequency Crystal Blueprint",200,1250000.0000,1,900,1,"Standard L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Ultraviolet L Blueprint",1174,"Frequency Crystal Blueprint",200,1500000.0000,1,900,1,"Ultraviolet L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Xray L Blueprint",1175,"Frequency Crystal Blueprint",200,2500000.0000,1,900,1,"Xray L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Gamma L Blueprint",1176,"Frequency Crystal Blueprint",200,3500000.0000,1,900,1,"Gamma L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Multifrequency L Blueprint",1177,"Frequency Crystal Blueprint",200,4000000.0000,1,900,1,"Multifrequency L",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Large
"Radio M Blueprint",1162,"Frequency Crystal Blueprint",300,300000.0000,1,600,1,"Radio M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Microwave M Blueprint",1163,"Frequency Crystal Blueprint",300,200000.0000,1,600,1,"Microwave M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Infrared M Blueprint",1164,"Frequency Crystal Blueprint",300,100000.0000,1,600,1,"Infrared M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Standard M Blueprint",1165,"Frequency Crystal Blueprint",300,125000.0000,1,600,1,"Standard M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Ultraviolet M Blueprint",1166,"Frequency Crystal Blueprint",300,150000.0000,1,600,1,"Ultraviolet M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Xray M Blueprint",1167,"Frequency Crystal Blueprint",300,250000.0000,1,600,1,"Xray M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Gamma M Blueprint",1168,"Frequency Crystal Blueprint",300,350000.0000,1,600,1,"Gamma M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Multifrequency M Blueprint",1169,"Frequency Crystal Blueprint",300,400000.0000,1,600,1,"Multifrequency M",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Medium
"Radio S Blueprint",1154,"Frequency Crystal Blueprint",600,30000.0000,1,300,1,"Radio S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Microwave S Blueprint",1155,"Frequency Crystal Blueprint",600,20000.0000,1,300,1,"Microwave S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Infrared S Blueprint",1156,"Frequency Crystal Blueprint",600,10000.0000,1,300,1,"Infrared S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Standard S Blueprint",1157,"Frequency Crystal Blueprint",600,12500.0000,1,300,1,"Standard S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Ultraviolet S Blueprint",1158,"Frequency Crystal Blueprint",600,15000.0000,1,300,1,"Ultraviolet S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Xray S Blueprint",1159,"Frequency Crystal Blueprint",600,25000.0000,1,300,1,"Xray S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Gamma S Blueprint",1160,"Frequency Crystal Blueprint",600,35000.0000,1,300,1,"Gamma S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Multifrequency S Blueprint",1161,"Frequency Crystal Blueprint",600,40000.0000,1,300,1,"Multifrequency S",NULL,"Ammunition & Charges","Frequency Crystals","Standard Crystals",Small
"Void XL Blueprint",41323,"Advanced Hybrid Charge Blueprint",10,10000000.0000,1,32000,5000,"Void XL",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges","Extra Large"
"Null XL Blueprint",41325,"Advanced Hybrid Charge Blueprint",10,6000000.0000,1,32000,5000,"Null XL",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges","Extra Large"
"Null L Blueprint",12788,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,14400,5000,"Null L",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges",Large
"Void L Blueprint",12792,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,14400,5000,"Void L",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges",Large
"Null M Blueprint",12786,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,9600,5000,"Null M",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges",Medium
"Void M Blueprint",12790,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,9600,5000,"Void M",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges",Medium
"Void S Blueprint",12613,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,4800,5000,"Void S",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges",Small
"Null S Blueprint",12615,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,4800,5000,"Null S",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Blaster Charges",Small
"Javelin XL Blueprint",41327,"Advanced Hybrid Charge Blueprint",10,4000000.0000,1,32000,5000,"Javelin XL",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges","Extra Large"
"Spike XL Blueprint",41329,"Advanced Hybrid Charge Blueprint",10,8000000.0000,1,32000,5000,"Spike XL",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges","Extra Large"
"Javelin L Blueprint",12804,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,14400,5000,"Javelin L",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges",Large
"Spike L Blueprint",12808,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,14400,5000,"Spike L",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges",Large
"Javelin M Blueprint",12802,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,9600,5000,"Javelin M",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges",Medium
"Spike M Blueprint",12806,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,9600,5000,"Spike M",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges",Medium
"Spike S Blueprint",12619,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,4800,5000,"Spike S",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges",Small
"Javelin S Blueprint",12621,"Advanced Hybrid Charge Blueprint",10,10000000000.0000,1,4800,5000,"Javelin S",NULL,"Ammunition & Charges","Hybrid Charges","Advanced Railgun Charges",Small
"Antimatter Charge XL Blueprint",17649,"Hybrid Charge Blueprint",100,10000000.0000,1,1200,100,"Antimatter Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
"Iridium Charge XL Blueprint",17651,"Hybrid Charge Blueprint",100,4000000.0000,1,1200,100,"Iridium Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
"Iron Charge XL Blueprint",17653,"Hybrid Charge Blueprint",100,2000000.0000,1,1200,100,"Iron Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
"Lead Charge XL Blueprint",17655,"Hybrid Charge Blueprint",100,5000000.0000,1,1200,100,"Lead Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
"Plutonium Charge XL Blueprint",17657,"Hybrid Charge Blueprint",100,8000000.0000,1,1200,100,"Plutonium Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
"Thorium Charge XL Blueprint",17659,"Hybrid Charge Blueprint",100,6000000.0000,1,1200,100,"Thorium Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
"Tungsten Charge XL Blueprint",17661,"Hybrid Charge Blueprint",100,3000000.0000,1,1200,100,"Tungsten Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
"Uranium Charge XL Blueprint",17663,"Hybrid Charge Blueprint",100,7000000.0000,1,1200,100,"Uranium Charge XL",NULL,"Ammunition & Charges","Hybrid Charges","Standard Charges","Extra Large"
