typeID,materialTypeID,materialQuantity
21038,35,140000
21038,36,40000
21038,37,12000
21038,38,1000
21038,39,550
21038,40,280
21038,30303,25
21038,30304,7
21038,30305,15
21038,30306,7
21038,30307,7
21038,30308,5
21038,57457,100
21040,34,37000
21040,35,135000
21040,36,38000
21040,37,10000
21040,38,1000
21040,39,520
21040,40,250
21040,2876,2
21040,30303,25
21040,30304,7
21040,30305,15
21040,30306,7
21040,30307,7
21040,30308,5
21040,57457,100
21042,34,37000
21042,35,135000
21042,36,38000
21042,37,10000
21042,38,1000
21042,39,520
21042,40,250
21042,2876,2
21042,30303,25
21042,30304,7
21042,30305,15
21042,30306,7
21042,30307,7
21042,30308,5
21042,57457,100
21471,34,708
21471,35,643
21471,36,1
21471,38,1
21471,20110,1
21471,21584,1
21471,21721,1
21473,21569,1
21473,34,3818
21473,35,3477
21473,36,3
21473,37,2
21473,20110,1
21473,21584,1
21473,21571,1
21473,21720,1
21473,21721,2
21475,21569,1
21475,34,19884
21475,35,8922
21475,36,1113
21475,37,49
21475,38,24
21475,39,4
21475,40,2
21475,20110,1
21475,21584,1
21475,21585,1
21475,21571,2
21475,21719,1
21475,21720,2
21475,21721,2
21477,21569,1
21477,34,3967
21477,35,2131
21477,36,229
21477,37,13
21477,38,2
21477,21570,1
21477,20110,1
21477,21584,1
21477,21721,1
21479,21569,2
21479,34,17367
21479,35,14709
21479,36,68
21479,37,1
21479,38,1
21479,39,2
21479,40,4
21479,21570,2
21479,20110,2
21479,21584,1
21479,21720,1
21479,21721,2
21481,21569,4
21481,34,63753
21481,35,16381
21481,36,4321
21481,37,1006
21481,38,308
21481,39,112
21481,40,20
21481,21570,4
21481,20110,4
21481,21584,1
21481,21585,1
21481,21719,1
21481,21720,2
21481,21721,2
21485,34,1351
21485,36,636
21485,37,4
21485,39,14
21485,40,4
21485,21732,1
21485,21593,1
21485,21595,2
21485,21596,2
21485,21733,1
21487,21593,1
21487,21732,1
21487,21733,1
21487,21595,2
21487,21596,2
21487,37,3
21487,39,4
21487,35,491
21487,36,518
21487,34,773
21492,34,234
21492,21571,1
21492,21570,3
21492,20110,1
21492,21584,2
21492,35,3413
21492,21722,2
21494,21570,1
21494,21572,1
21494,37,10
21494,38,1
21494,20110,1
21494,21073,1
21494,21721,1
21494,21722,1
21497,21721,3
21497,34,6944
21497,21572,1
21497,21570,2
21497,20110,3
21499,34,1786
21499,21571,1
21499,36,1
21499,21570,1
21499,21073,1
21499,35,304
21499,21722,2
21501,21570,1
21501,21572,1
21501,37,10
21501,38,1
21501,20110,1
21501,21721,2
21505,34,470
21505,35,6827
21505,21572,1
21505,21570,1
21505,20110,1
21505,21722,1
21507,34,511
21507,35,6993
21507,21572,1
21507,39,8
21507,40,18
21507,21570,1
21507,20110,2
21507,21073,1
21507,21571,1
21507,21722,2
21507,21723,1
21509,21568,1
21509,34,518
21509,35,7007
21509,38,2
21509,39,24
21509,40,64
21509,21570,1
21509,20110,2
21509,21584,1
21509,21073,1
21509,21571,1
21509,21722,2
21509,21723,3
21511,21568,1
21511,34,502
21511,35,297
21511,36,334
21511,37,197
21511,39,4
21511,21570,1
21511,20110,1
21511,21073,1
21511,21586,3
21511,21721,1
21511,21722,1
21511,21723,1
21513,21568,1
21513,34,502
21513,35,297
21513,36,334
21513,37,197
21513,21585,1
21513,39,4
21513,21570,1
21513,20110,1
21513,21073,1
21513,21586,2
21513,21722,2
21513,21723,1
21528,34,1010
21528,35,267
21528,21572,2
21528,20110,1
21528,21584,1
21528,21585,1
21528,36,738
21528,21722,3
21535,34,3111
21535,35,782
21535,36,162
21535,39,4
21535,20110,2
21535,21584,1
21535,21720,1
21535,21721,2
21537,34,18831
21537,35,15610
21537,36,4
21537,38,3
21537,39,2
21537,20110,2
21537,21584,1
21537,21720,2
21537,21721,2
21537,21723,1
21539,34,37951
21539,35,30339
21539,36,16
21539,38,1
21539,39,14
21539,20110,2
21539,21584,2
21539,21585,1
21539,21586,2
21539,21719,1
21539,21720,2
21539,21721,2
21539,21723,2
21541,21568,2
21541,34,840
21541,35,183
21541,36,470
21541,37,4
21541,40,4
21541,21586,3
21541,21722,4
21543,34,556
21543,35,278
21543,21731,1
21543,21593,2
21546,34,1667
21546,35,144
21546,36,83
21546,37,22
21546,21731,1
21546,21595,3
21548,34,1596
21548,35,690
21548,36,144
21548,21731,1
21548,21595,3
21550,34,2729
21550,35,148
21550,36,171
21550,39,4
21550,21731,1
21550,21595,7
21552,34,4529
21552,35,1643
21552,36,2413
21552,38,1
21552,21730,1
21552,21592,1
21552,21595,7
21554,34,9089
21554,35,2786
21554,36,2827
21554,37,14
21554,38,1
21554,21730,1
21554,21592,1
21554,21595,7
21556,34,9133
21556,35,2981
21556,36,3599
21556,37,2
21556,38,18
21556,21730,1
21556,21592,1
21556,21595,13
21558,21729,1
21558,34,68307
21558,35,17839
21558,36,7197
21558,37,1951
21558,38,234
21558,39,12
21558,40,26
21558,21594,1
21558,21595,13
21560,21729,1
21560,34,91067
21560,35,23527
21560,36,8613
21560,37,2294
21560,38,324
21560,39,18
21560,40,52
21560,21594,2
21560,21595,13
21562,21729,1
21562,34,113880
21562,35,29214
21562,36,9747
21562,37,2650
21562,38,411
21562,39,42
21562,40,74
21562,21594,3
21562,21595,13
21604,34,12494
21604,35,8349
21604,36,1556
21604,37,920
21604,38,342
21604,39,278
21604,40,660
21639,9834,3
21639,11399,3
21639,15508,1
21639,9848,3
21639,11481,1
21639,11690,1
21641,11399,3
21641,9834,3
21641,11691,1
21641,15510,1
21641,9848,3
21641,11481,1
21854,34,52
21854,35,4
21856,34,78
21856,35,7
21856,36,1
21858,34,67
21868,34,351
21868,35,119
21868,38,1
21948,2868,3
21948,2871,3
21948,2872,3
21948,2875,3
21948,2869,5
21948,2870,5
21948,40,150
21948,39,350
21948,38,750
21948,37,4000
21948,36,35000
21948,35,100000
21948,34,500000
21950,2867,3
21950,2871,3
21950,2872,3
21950,2875,3
21950,2869,5
21950,2876,5
21950,40,150
21950,39,350
21950,38,750
21950,37,4000
21950,36,35000
21950,35,100000
21950,34,500000
21952,2868,3
21952,2869,3
21952,2870,3
21952,2875,3
21952,2867,5
21952,2876,5
21952,40,150
21952,39,350
21952,38,750
21952,37,4000
21952,36,35000
21952,35,100000
21952,34,500000
21954,2869,5
21954,2871,5
21954,2876,5
21954,2868,10
21954,2875,10
21954,40,300
21954,39,700
21954,38,1500
21954,37,8000
21954,36,70000
21954,35,200000
21954,34,1000000
21956,2867,5
21956,2871,5
21956,2872,5
21956,2869,10
21956,2870,10
21956,40,300
21956,39,700
21956,38,1500
21956,37,8000
21956,36,70000
21956,35,200000
21956,34,1000000
21958,2868,3
21958,2870,3
21958,2871,3
21958,2872,3
21958,2869,5
21958,2875,5
21958,40,150
21958,39,350
21958,38,750
21958,37,4000
21958,36,35000
21958,35,100000
21958,34,500000
21960,2869,5
21960,2875,5
21960,2876,5
21960,2870,10
21960,2872,10
21960,40,300
21960,39,700
21960,38,1500
21960,37,8000
21960,36,70000
21960,35,200000
21960,34,1000000
21962,2867,3
21962,2868,3
21962,2870,3
21962,2876,3
21962,2871,5
21962,2872,5
21962,40,150
21962,39,350
21962,38,750
21962,37,4000
21962,36,35000
21962,35,100000
21962,34,500000
21964,2871,5
21964,2872,5
21964,2869,10
21964,2870,10
21964,2876,10
21964,2867,15
21964,2875,15
21964,40,450
21964,39,1050
21964,38,2250
21964,37,12000
21964,36,105000
21964,35,300000
21964,34,1500000
21966,2867,3
21966,2871,3
21966,2872,3
21966,2875,3
21966,2868,5
21966,2876,5
21966,40,150
21966,39,350
21966,38,750
21966,37,4000
21966,36,35000
21966,35,100000
21966,34,500000
21968,2868,3
21968,2871,3
21968,2872,3
21968,2875,3
21968,2867,5
21968,2870,5
21968,40,150
21968,39,350
21968,38,750
21968,37,4000
21968,36,35000
21968,35,100000
21968,34,500000
21970,2872,5
21970,2876,5
21970,2870,10
21970,2871,10
21970,2875,10
21970,2867,15
21970,2869,15
21970,40,450
21970,39,1050
21970,38,2250
21970,37,12000
21970,36,105000
21970,35,300000
21970,34,1500000
22176,40,4
22176,34,840
22176,35,183
22176,36,470
22176,37,4
22178,40,4
22178,34,840
22178,35,183
22178,36,470
22178,37,4
22230,3689,30
22230,3687,30
22230,11541,23
22230,16278,1
22230,11482,1
22230,11399,15
22292,3689,1
22292,11399,5
22292,9842,5
22292,12274,1
22292,11540,9
22292,11483,1
22429,21025,3
22429,11399,900
22429,11532,225
22429,11554,2250
22429,11537,900
22429,643,1
22429,3828,450
22429,11478,30
22429,11543,18750
22429,11539,6300
22429,11549,150
22429,11557,1634
22431,11553,2250
22431,645,1
22431,11399,900
22431,11556,1634
22431,11535,900
22431,3828,450
22431,11541,6300
22431,11478,30
22431,11531,225
22431,11545,18750
22431,11547,150
22431,21025,3
22437,640,1
22437,11552,2250
22437,11399,900
22437,11533,225
22437,11534,900
22437,3828,450
22437,21025,3
22437,11478,30
22437,11544,18750
22437,11540,6300
22437,11558,1634
22437,11550,150
22441,21025,3
22441,11530,225
22441,11399,900
22441,11542,18750
22441,11536,900
22441,11538,6300
22441,11555,1634
22441,3828,450
22441,11478,30
22441,644,1
22441,11548,150
22441,11551,2250
22443,11553,900
22443,11399,300
22443,11556,600
22443,11535,495
22443,3828,300
22443,11541,2100
22443,11478,23
22443,11531,120
22443,11545,10500
22443,11547,53
22443,24700,1
22445,11530,120
22445,11399,300
22445,11542,11250
22445,11536,450
22445,11538,1800
22445,11555,570
22445,3828,300
22445,11478,23
22445,11548,60
22445,24702,1
22445,11551,975
22447,11552,900
22447,11399,300
22447,11533,120
22447,11534,495
22447,16227,1
22447,3828,375
22447,11478,23
22447,11544,10500
22447,11540,2100
22447,11558,600
22447,11550,53
22449,11399,300
22449,11532,120
22449,11554,975
22449,11537,450
22449,11539,1800
22449,3828,300
22449,11478,23
22449,11543,11250
22449,24696,1
22449,11549,60
22449,11557,570
22453,11532,60
22453,11399,15
22453,16236,1
22453,11554,150
22453,11537,75
22453,11539,360
22453,3828,23
22453,11478,9
22453,11543,1500
22453,11549,15
22453,11557,38
22457,11530,60
22457,11399,15
22457,11538,360
22457,11542,1500
22457,11536,75
22457,16242,1
22457,11555,38
22457,3828,23
22457,11478,9
22457,11548,15
22457,11551,150
22461,11553,150
22461,11399,15
22461,11556,38
22461,11535,75
22461,16240,1
22461,3828,23
22461,11541,360
22461,11478,9
22461,11531,60
22461,11545,1500
22461,11547,15
22465,11552,150
22465,11399,15
22465,11533,60
22465,16238,1
22465,3828,23
22465,11534,75
22465,11478,9
22465,11544,1500
22465,11540,360
22465,11558,38
22465,11550,15
22467,11553,975
22467,16229,1
22467,11399,300
22467,11556,570
22467,11535,450
22467,3828,375
22467,11541,1800
22467,11478,23
22467,11531,120
22467,11545,11250
22467,11547,60
22469,16231,1
22469,11548,53
22469,11530,120
22469,11542,10500
22469,11536,495
22469,11538,2100
22469,11555,600
22469,3828,375
22469,11478,23
22469,11399,300
22469,11551,900
22471,11552,975
22471,11399,300
22471,11533,120
22471,11534,450
22471,3828,300
22471,11478,23
22471,11544,11250
22471,11540,1800
22471,24698,1
22471,11558,570
22471,11550,60
22475,16233,1
22475,11399,300
22475,11532,120
22475,11554,900
22475,11537,495
22475,11539,2100
22475,3828,375
22475,11478,23
22475,11543,10500
22475,11549,53
22475,11557,600
22543,40,2
22543,34,676
22543,36,318
22543,37,2
22543,39,6
22545,3828,150
22545,11399,110
22545,11478,15
22545,11531,60
22545,11535,225
22545,11541,3000
22545,11545,3000
22545,11547,45
22545,11553,600
22545,11556,225
22545,17476,1
22547,3828,150
22547,11399,110
22547,11478,15
22547,11531,60
22547,11535,225
22547,11541,3000
22547,11545,3000
22547,11547,45
22547,11553,600
22547,11556,225
22547,17480,1
22549,3828,150
22549,11399,110
22549,11478,15
22549,11531,60
22549,11535,225
22549,11541,3000
22549,11545,3000
22549,11547,45
22549,11553,600
22549,11556,225
22549,17478,1
22554,40,22
22554,34,949
22554,2346,3
22554,37,111
22554,38,56
22556,40,22
22556,34,949
22556,2346,3
22556,37,111
22556,38,56
22558,40,22
22558,34,949
22558,2346,3
22558,37,111
22558,38,56
22573,34,8516
22573,36,627
22573,37,9
22573,38,2
22573,39,8
22573,40,4
22577,40,2
22577,34,676
22577,36,318
22577,37,2
22577,39,6
22766,34,10973
22766,35,830
22766,36,299
22766,37,450
22766,38,30
22779,34,6
22779,35,17
22779,36,22
22779,37,1
22779,38,1
22779,40,2
22779,16275,56
22783,34,12011
22783,35,9764
22783,36,2863
22783,37,1097
22783,38,553
22783,39,378
22783,40,228
22853,21009,50
22853,21013,40
22853,21017,50
22853,21019,150
22853,21021,50
22853,21023,100
22853,21025,100
22853,21029,250
22853,21035,10
22853,21037,50
22853,24558,100
22853,24560,50
22853,57473,250
22853,57477,250
22853,57478,5000
22853,57486,2500
22853,57487,15
22853,57489,1
22876,23171,1
22876,23131,1
22876,34,566
22876,35,504
22876,36,186
22878,23168,1
22878,23169,1
22878,34,566
22878,35,504
22878,36,186
22878,23141,1
22878,23142,1
22878,23138,1
22878,23140,1
22878,23172,1
22878,23139,1
22878,23171,1
22878,23170,1
22878,23128,1
22878,23129,1
22878,23130,1
22878,23131,1
22878,23132,1
22880,23169,2
22880,34,6013
22880,35,4514
22880,36,1612
22880,39,2
22880,40,2
22880,23172,1
22880,23139,3
22880,23129,2
22882,23169,1
22882,34,10178
22882,35,6494
22882,36,7
22882,38,3
22882,40,2
22882,23139,3
22882,23129,1
22884,23169,1
22884,34,10178
22884,35,6494
22884,36,7
22884,38,3
22884,40,2
22884,23139,3
22884,23129,1
22888,23168,1
22888,34,858
22888,35,288
22888,40,4
22888,23138,1
22888,23171,1
22888,23128,1
22890,34,2271
22890,35,1063
22890,36,906
22890,37,1
22890,38,4
22890,23138,1
22890,23170,1
22890,23128,1
22890,23140,1
22890,23130,1
22892,34,4662
22892,35,1857
22892,36,1027
22892,37,44
22892,38,51
22892,23142,1
22892,23171,1
22892,23172,1
22892,23132,2
22896,23170,2
22896,34,236
22896,35,3413
22896,23130,2
22896,23139,2
22900,34,996
22900,35,300
22900,39,2
22900,23153,2
22900,23163,1
22902,34,1667
22902,35,144
22902,36,83
22902,37,22
22902,23153,3
22902,23163,1
22906,34,4453
22906,35,1287
22906,36,1199
22906,40,2
22906,23153,2
22906,23163,3
22908,34,4529
22908,35,1643
22908,36,2413
22908,38,1
22908,23153,3
22908,23155,1
22908,23165,2
22908,23166,1
22910,34,9089
22910,35,2786
22910,36,2827
22910,37,14
22910,38,1
22910,23155,2
22910,23165,3
22912,34,45551
22912,35,12150
22912,36,6060
22912,37,1596
22912,38,126
22912,39,16
22912,23157,1
22912,23167,2
22914,34,68307
22914,35,17839
22914,36,7197
22914,37,1951
22914,38,234
22914,39,12
22914,40,26
22914,23155,2
22914,23157,2
22914,23167,3
22916,34,91067
22916,35,23527
22916,36,8613
22916,37,2294
22916,38,324
22916,39,18
22916,40,52
22916,23157,3
22916,23167,4
22920,23164,3
22920,23154,4
22920,23166,4
22920,35,1459
22920,34,8050
22924,23169,2
22924,34,1324
22924,35,481
22924,36,119
22924,23139,3
22924,23128,3
22924,23129,3
22926,23129,1
22926,23141,1
22926,23169,1
22926,23131,2
22926,23139,2
22926,23154,2
22926,23164,2
22926,23166,2
22926,23171,2
22926,23156,3
22926,36,34
22926,35,3998
22926,34,5662
22930,34,949
22930,40,2
22930,23154,2
22930,23156,2
22930,23164,2
22930,23166,2
22930,23167,1
22932,23164,1
22932,23156,2
22932,37,3
22932,23154,3
22932,23166,3
22932,40,4
22932,35,154
22932,36,370
22932,34,716
22934,23164,1
22934,23156,2
22934,37,3
22934,23154,3
22934,23166,3
22934,40,4
22934,35,154
22934,36,370
22934,34,716
22938,23156,1
22938,37,2
22938,23154,2
22938,23164,2
22938,23166,2
22938,36,3
22938,35,3163
22938,34,3814
22946,34,252
22946,35,766
22946,36,1053
22946,37,119
22946,23154,1
22946,23156,3
22946,23164,2
22946,23166,2
22948,23168,1
22948,23138,2
22948,35,3
22948,36,112
22948,37,1
22948,34,896
22948,23128,2
22950,23138,1
22950,35,924
22950,36,108
22950,34,1506
22950,23170,2
22950,23128,1
22950,23140,2
22950,23130,3
22954,23168,1
22954,23169,1
22954,23138,2
22954,35,658
22954,36,2
22954,37,4
22954,38,1
22954,39,4
22954,23139,3
22954,23128,1
22954,23129,2
23056,37,6
23056,40,400
23056,39,500
23056,38,900
23056,36,15000
23056,35,45000
23056,34,165000
23058,40,400
23058,39,500
23058,38,900
23058,37,6000
23058,36,15000
23058,35,45000
23058,34,165000
23060,40,400
23060,39,500
23060,38,900
23060,37,6000
23060,36,15000
23060,35,45000
23060,34,165000
23062,40,400
23062,39,500
23062,38,900
23062,37,6000
23062,36,15000
23062,35,45000
23062,34,165000
23417,34,896
23417,35,3
23417,36,112
23417,37,1
23417,23142,1
23417,23138,1
23417,23172,1
23417,23139,1
23417,23140,1
23417,23130,3
23417,23132,1
23417,23141,1
23419,23168,1
23419,23169,1
23419,34,1062
23419,35,2
23419,36,53
23419,38,3
23419,23138,2
23419,23139,1
23419,23128,2
23419,23129,2
23474,34,5947
23474,35,729
23474,37,47
23474,38,27
23474,39,18
23507,40,8
23507,34,258
23507,35,4964
23507,38,2
23511,34,8516
23511,36,627
23511,37,9
23511,38,2
23511,39,8
23511,40,4
23513,34,7120
23513,35,896
23513,37,73
23513,38,9
23513,39,8
23524,34,10973
23524,35,830
23524,36,299
23524,37,450
23524,38,30
23526,40,18
23526,34,516
23526,35,9929
23526,38,4
23528,34,5556
23528,35,2222
23528,36,61
23528,37,2
23528,38,2
23528,39,112
23528,40,22
23534,40,2
23534,34,444
23534,35,111
23537,34,7120
23537,35,896
23537,37,73
23537,38,9
23537,39,8
23560,40,18
23560,34,516
23560,35,9929
23560,38,4
23562,40,18
23562,34,516
23562,35,9929
23562,38,4
23564,40,18
23564,34,516
23564,35,9929
23564,38,4
23660,34,471
23660,36,4
23660,38,2
23703,34,3133
23703,35,160
23703,36,154
23703,37,1
23703,38,8
23703,39,2
23706,34,2631
23706,35,542
23706,36,113
23706,39,4
23708,34,538
23708,35,69
23708,37,4
23708,38,2
23710,34,2747
23710,35,208
23710,36,76
23710,37,116
23710,38,7
23712,34,378
23712,35,62
23712,36,23
23712,37,19
23712,38,2
23714,34,3413
23714,35,2
23714,36,224
23714,37,11
23714,39,4
23716,34,509
23716,35,7
23716,37,4
23716,38,2
23718,38,7
23718,36,76
23718,37,116
23718,35,208
23718,34,2747
23720,34,378
23720,35,62
23720,36,23
23720,37,19
23720,38,2
23722,34,2724
23722,35,300
23722,36,187
23722,37,4
23722,38,4
23724,34,951
23724,35,7
23724,36,7
23724,38,4
23726,34,3133
23726,35,160
23726,36,154
23726,37,1
23726,38,8
23726,39,2
23728,34,471
23728,36,4
23728,38,2
23730,34,2724
23730,35,300
23730,36,187
23730,37,4
23730,38,4
23732,34,951
23732,35,7
23732,36,7
23732,38,4
23736,34,4143618
23736,35,1012707
23736,36,334889
23736,37,58698
23736,38,17342
23736,39,4934
23736,40,4378
23758,21009,5
23758,21013,7
23758,21017,10
23758,21019,3
23758,21021,3
23758,21023,4
23758,21025,4
23758,21029,30
23758,21035,5
23758,21037,5
23758,24558,10
23758,24560,4
23758,57470,100
23758,57474,5
23758,57478,1600
23758,57486,800
23758,57487,1
23758,57488,1
23774,21009,100
23774,21011,400
23774,21013,100
23774,21017,300
23774,21019,300
23774,21021,400
23774,21023,150
23774,21025,400
23774,21035,200
23774,21037,200
23774,24545,556
23774,24547,556
23774,24556,556
23774,24558,556
23774,24560,556
23774,57473,500
23774,57477,500
23774,57478,5000
23774,57486,2500
23774,57487,40
23774,57489,1
23784,34,751
23784,35,226
23784,36,311
23784,37,43
23784,38,2
23784,39,2
23784,23143,2
23784,23133,1
23784,23173,1
23786,23137,2
23786,34,18938
23786,35,18012
23786,36,13619
23786,37,877
23786,39,2
23786,40,12
23786,23145,2
23786,23147,4
23786,23175,3
23786,23177,2
23786,23133,6
23786,23135,1
23788,34,5244
23788,35,3160
23788,36,842
23788,38,20
23788,39,6
23788,40,2
23788,23145,1
23788,23143,2
23788,23175,2
23788,23133,1
23788,23135,1
23790,34,10591
23790,35,6983
23790,36,2503
23790,37,1
23790,39,12
23790,40,2
23790,23145,1
23790,23143,2
23790,23175,3
23790,23133,2
23790,23134,1
23790,23135,2
23792,34,1982
23792,35,98
23792,36,181
23792,23173,2
23792,38,1
23792,23143,1
23792,23133,1
23794,23137,1
23794,34,12218
23794,35,11594
23794,36,8360
23794,37,231
23794,38,6
23794,23175,1
23794,40,6
23794,23145,1
23794,23147,1
23794,23177,1
23794,23133,3
23794,23135,1
23796,34,858
23796,35,288
23796,23173,2
23796,23143,1
23796,40,4
23796,23133,2
23798,34,2271
23798,35,1063
23798,36,906
23798,37,1
23798,38,4
23798,23175,2
23798,23145,2
23798,23133,3
23798,23135,2
23800,23137,1
23800,34,4662
23800,35,1857
23800,36,1027
23800,37,44
23800,38,51
23800,23175,3
23800,23145,2
23800,23147,1
23800,23177,1
23800,23133,2
23800,23135,1
23802,34,684
23802,35,427
23802,36,153
23802,37,2
23802,38,2
23802,23144,1
23802,23174,1
23802,23134,1
23804,34,1338
23804,35,1058
23804,36,493
23804,37,2
23804,38,1
23804,23143,2
23804,23145,3
23804,23174,2
23804,23134,2
23806,23136,2
23806,34,4574
23806,35,1734
23806,36,1307
23806,23174,2
23806,39,4
23806,23144,1
23806,23146,2
23806,23176,1
23806,23133,1
23806,23134,4
23808,40,2
23808,34,277
23808,23174,2
23808,23134,2
23808,38,6
23810,23136,1
23810,34,242
23810,35,148
23810,36,569
23810,23174,1
23810,39,2
23810,40,2
23810,23176,1
23810,23146,1
23810,23144,1
23810,23134,2
23812,23136,2
23812,34,1677
23812,35,561
23812,36,488
23812,37,404
23812,38,6
23812,23144,2
23812,23146,1
23812,23174,2
23812,23176,2
23812,23134,2
23814,34,763
23814,35,321
23814,36,412
23814,40,2
23814,23149,3
23814,23159,2
23816,34,520
23816,35,39
23816,36,198
23816,37,96
23816,39,2
23816,40,2
23816,23149,1
23816,23158,1
23818,34,1484
23818,35,211
23818,36,397
23818,37,198
23818,39,40
23818,40,6
23818,23149,3
23818,23159,1
23818,23161,1
23820,34,1486
23820,35,1486
23820,36,1486
23820,37,1486
23820,39,100
23820,40,48
23820,23149,2
23820,23151,1
23820,23152,1
23820,23159,2
23820,23161,1
23822,34,2093
23822,35,1532
23822,36,22
23822,37,138
23822,40,2
23822,23149,1
23822,23158,1
23825,34,4547
23825,35,3208
23825,36,274
23825,37,592
23825,40,24
23825,23149,3
23825,23158,1
23825,23159,3
23825,23161,1
23830,34,12169
23830,35,6778
23830,36,1099
23830,37,3276
23830,40,138
23830,23149,1
23830,23151,2
23830,23159,2
23830,23161,1
23835,34,1742
23835,35,6
23835,36,78
23835,37,13
23835,39,2
23835,23148,1
23835,23158,2
23837,34,1556
23837,35,1158
23837,36,3
23837,37,7
23837,23148,2
23837,23158,3
23839,34,2200
23839,35,809
23839,36,21
23839,37,4
23839,39,4
23839,23148,2
23839,23158,2
23841,34,4529
23841,35,1643
23841,36,2413
23841,38,1
23841,23150,1
23841,23160,1
23843,34,9089
23843,35,2786
23843,36,2827
23843,37,14
23843,38,1
23843,23148,1
23843,23149,1
23843,23150,2
23843,23160,3
23845,34,9133
23845,35,2981
23845,36,3599
23845,37,2
23845,38,18
23845,23150,3
23845,23160,2
23847,34,68307
23847,35,17839
23847,36,7197
23847,37,1951
23847,38,234
23847,39,12
23847,40,26
23847,23152,2
23847,23162,2
23849,34,91067
23849,35,23527
23849,36,8613
23849,37,2294
23849,38,324
23849,39,18
23849,40,52
23849,23152,1
23849,23162,1
23851,34,113880
23851,35,29214
23851,36,9747
23851,37,2650
23851,38,411
23851,39,42
23851,40,74
23851,23152,3
23851,23162,3
23853,34,7396
23853,35,967
23853,38,3
23853,23175,1
23853,40,2
23853,23145,1
23853,23135,1
23855,34,7396
23855,35,967
23855,38,3
23855,23175,3
23855,40,2
23855,23145,2
23855,23144,1
23855,23133,1
23855,23135,3
23857,23137,2
23857,34,18489
23857,35,2417
23857,38,8
23857,40,6
23857,23177,2
23857,23147,2
23865,34,7884
23865,35,5283
23865,36,17
23865,39,4
23865,40,2
23865,23148,1
23865,23158,1
23867,34,22764
23867,35,18344
23867,36,28
23867,39,6
23867,23149,1
23867,23150,1
23867,23160,2
23869,34,46329
23869,35,36498
23869,38,3
23869,39,4
23869,40,2
23869,23152,2
23869,23162,2
23895,34,507
23895,35,51
23895,36,73
23895,37,7
23895,23174,2
23895,23143,1
23895,23144,1
23895,23134,1
23897,34,1116
23897,35,861
23897,23174,2
23897,38,3
23897,23144,1
23897,23147,1
23897,23134,2
23899,23136,2
23899,34,516
23899,35,67
23899,36,2
23899,37,73
23899,23176,2
23899,23146,2
23903,23149,1
23903,23152,1
23903,37,2
23903,40,2
23903,23158,2
23903,23161,2
23903,23151,3
23903,39,6
23903,36,318
23903,34,676
23912,21009,5
23912,21013,7
23912,21017,10
23912,21019,3
23912,21021,3
23912,21023,4
23912,21025,4
23912,21029,30
23912,21035,5
23912,21037,5
23912,24558,10
23912,24560,4
23912,57472,100
23912,57476,5
23912,57478,1600
23912,57486,800
23912,57487,1
23912,57488,1
23914,21009,50
23914,21013,10
23914,21017,50
23914,21019,100
23914,21021,100
23914,21023,100
23914,21025,100
23914,21029,250
23914,21035,40
23914,21037,50
23914,24558,100
23914,24560,50
23914,57472,250
23914,57476,250
23914,57478,5000
23914,57486,2500
23914,57487,15
23914,57489,1
23916,21009,5
23916,21013,5
23916,21017,4
23916,21019,3
23916,21021,3
23916,21023,10
23916,21025,4
23916,21029,30
23916,21035,7
23916,21037,5
23916,24558,10
23916,24560,4
23916,57471,100
23916,57475,5
23916,57478,1600
23916,57486,800
23916,57487,1
23916,57488,1
23918,21009,50
23918,21013,10
23918,21017,25
23918,21019,75
23918,21021,125
23918,21023,125
23918,21025,100
23918,21029,250
23918,21035,40
23918,21037,50
23918,24558,100
23918,24560,50
23918,57471,250
23918,57475,250
23918,57478,5000
23918,57486,2500
23918,57487,15
23918,57489,1
23920,21009,50
23920,21013,40
23920,21017,125
23920,21019,100
23920,21021,100
23920,21023,25
23920,21025,100
23920,21029,250
23920,21035,10
23920,21037,50
23920,24558,100
23920,24560,50
23920,57470,250
23920,57474,250
23920,57478,5000
23920,57486,2500
23920,57487,15
23920,57489,1
23954,34,3548556
23954,35,1666763
23954,36,649867
23954,37,510933
23954,38,608112
23954,39,109080
23954,40,99240
24284,40,2203
24284,39,4892
24284,38,10421
24284,37,39398
24284,36,329284
24284,35,584224
24284,34,2284920
24306,3687,5
24306,3689,6
24306,17482,1
24306,11399,23
24306,12108,1
24306,11541,5
24306,11689,3
24306,11482,1
24349,34,27778
24349,35,12222
24349,36,10000
24349,37,2778
24349,38,389
24349,39,164
24349,40,88
24396,34,13333
24396,35,14444
24396,36,61
24396,37,2
24396,38,2
24396,40,2
24418,11399,5
24418,24395,1
24418,9840,12
24418,11688,12
24418,11483,1
24428,23527,1
24428,9840,12
24428,11688,12
24428,11483,1
24428,11399,5
24439,11399,5
24439,23533,1
24439,9840,12
24439,11688,12
24439,11483,1
24444,11558,6
24444,11399,5
24444,11561,1
24444,9838,3
24444,11484,1
24472,9830,6
24472,11399,1
24472,16680,5
24472,11693,1
24472,11476,1
24472,16671,45
24474,16673,45
24474,9830,6
24474,11399,1
24474,16680,5
24474,11692,1
24474,11476,1
24476,9830,6
24476,11399,1
24476,16680,5
24476,11695,1
24476,11476,1
24476,16670,45
24484,21009,5
24484,21013,5
24484,21017,4
24484,21019,3
24484,21021,3
24484,21023,10
24484,21025,4
24484,21029,30
