typeName,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Large Cargohold Optimization I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Cargohold Optimization I,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Cargohold Optimization II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Cargohold Optimization II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Dynamic Fuel Valve II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Dynamic Fuel Valve II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Engine Thermal Shielding II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Engine Thermal Shielding II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Low Friction Nozzle Joints II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Low Friction Nozzle Joints II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Polycarbon Engine Housing II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Polycarbon Engine Housing II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Auxiliary Thrusters II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Auxiliary Thrusters II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Warp Core Optimizer II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Warp Core Optimizer II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Large Hyperspatial Velocity Optimizer II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Hyperspatial Velocity Optimizer II,Ship and Module Modifications,Rigs,Astronautic Rigs,Large Astronautic Rigs,
Medium Higgs Anchor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Higgs Anchor I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Auxiliary Thrusters I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Auxiliary Thrusters I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Auxiliary Thrusters II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Auxiliary Thrusters II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Cargohold Optimization I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Cargohold Optimization I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Cargohold Optimization II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Cargohold Optimization II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Dynamic Fuel Valve I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Dynamic Fuel Valve I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Dynamic Fuel Valve II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Dynamic Fuel Valve II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Engine Thermal Shielding I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Engine Thermal Shielding I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Engine Thermal Shielding II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Engine Thermal Shielding II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Low Friction Nozzle Joints I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Low Friction Nozzle Joints I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Hyperspatial Velocity Optimizer I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Hyperspatial Velocity Optimizer I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Hyperspatial Velocity Optimizer II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Hyperspatial Velocity Optimizer II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Low Friction Nozzle Joints II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Low Friction Nozzle Joints II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Polycarbon Engine Housing I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Polycarbon Engine Housing I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Polycarbon Engine Housing II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Polycarbon Engine Housing II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Warp Core Optimizer I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Warp Core Optimizer I,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Medium Warp Core Optimizer II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Warp Core Optimizer II,Ship and Module Modifications,Rigs,Astronautic Rigs,Medium Astronautic Rigs,
Small Auxiliary Thrusters I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Auxiliary Thrusters I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Auxiliary Thrusters II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Auxiliary Thrusters II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Cargohold Optimization I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Cargohold Optimization I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Cargohold Optimization II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Cargohold Optimization II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Dynamic Fuel Valve I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Dynamic Fuel Valve I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Dynamic Fuel Valve II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Dynamic Fuel Valve II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Engine Thermal Shielding I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Engine Thermal Shielding I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Engine Thermal Shielding II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Engine Thermal Shielding II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Low Friction Nozzle Joints I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Low Friction Nozzle Joints I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Hyperspatial Velocity Optimizer I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Hyperspatial Velocity Optimizer I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Hyperspatial Velocity Optimizer II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Hyperspatial Velocity Optimizer II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Low Friction Nozzle Joints II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Low Friction Nozzle Joints II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Polycarbon Engine Housing I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Polycarbon Engine Housing I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Polycarbon Engine Housing II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Polycarbon Engine Housing II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Warp Core Optimizer I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Warp Core Optimizer I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Warp Core Optimizer II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Warp Core Optimizer II,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Small Higgs Anchor I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Higgs Anchor I,Ship and Module Modifications,Rigs,Astronautic Rigs,Small Astronautic Rigs,
Capital Drone Control Range Augmentor I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Drone Control Range Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Control Range Augmentor II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Drone Control Range Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Durability Enhancer I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Drone Durability Enhancer I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Durability Enhancer II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Drone Durability Enhancer II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Mining Augmentor I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Drone Mining Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Mining Augmentor II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Drone Mining Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Repair Augmentor I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Drone Repair Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Repair Augmentor II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Drone Repair Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Scope Chip I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Drone Scope Chip I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Scope Chip II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Drone Scope Chip II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Speed Augmentor I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Drone Speed Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Drone Speed Augmentor II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Drone Speed Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Sentry Damage Augmentor I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Sentry Damage Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Sentry Damage Augmentor II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Sentry Damage Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Stasis Drone Augmentor I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Stasis Drone Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Capital Stasis Drone Augmentor II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Stasis Drone Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Capital Drone Rigs,
Large Drone Control Range Augmentor II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Drone Control Range Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Durability Enhancer II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Drone Durability Enhancer II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Mining Augmentor II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Drone Mining Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Repair Augmentor II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Drone Repair Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Scope Chip II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Drone Scope Chip II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Speed Augmentor II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Drone Speed Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Sentry Damage Augmentor II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Sentry Damage Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Stasis Drone Augmentor II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Stasis Drone Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Control Range Augmentor I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Drone Control Range Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Repair Augmentor I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Drone Repair Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Scope Chip I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Drone Scope Chip I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Speed Augmentor I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Drone Speed Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Durability Enhancer I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Drone Durability Enhancer I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Drone Mining Augmentor I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Drone Mining Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Sentry Damage Augmentor I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Sentry Damage Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Large Stasis Drone Augmentor I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Stasis Drone Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Large Drone Rigs,
Medium Drone Control Range Augmentor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Drone Control Range Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Control Range Augmentor II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Drone Control Range Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Durability Enhancer I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Drone Durability Enhancer I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Durability Enhancer II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Drone Durability Enhancer II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Mining Augmentor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Drone Mining Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Mining Augmentor II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Drone Mining Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Repair Augmentor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Drone Repair Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Repair Augmentor II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Drone Repair Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Speed Augmentor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Drone Speed Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Speed Augmentor II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Drone Speed Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Scope Chip I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Drone Scope Chip I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Scope Chip II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Drone Scope Chip II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Sentry Damage Augmentor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Sentry Damage Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Sentry Damage Augmentor II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Sentry Damage Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Stasis Drone Augmentor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Stasis Drone Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Stasis Drone Augmentor II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Stasis Drone Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Small Drone Mining Augmentor II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Drone Mining Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Repair Augmentor I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Drone Repair Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Repair Augmentor II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Drone Repair Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Speed Augmentor I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Drone Speed Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Speed Augmentor II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Drone Speed Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Scope Chip I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Drone Scope Chip I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Scope Chip II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Drone Scope Chip II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Sentry Damage Augmentor I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Sentry Damage Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Sentry Damage Augmentor II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Sentry Damage Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Stasis Drone Augmentor I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Stasis Drone Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Stasis Drone Augmentor II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Stasis Drone Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Control Range Augmentor I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Drone Control Range Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Control Range Augmentor II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Drone Control Range Augmentor II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Durability Enhancer I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Drone Durability Enhancer I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Durability Enhancer II Blueprint,Rig Blueprint,1,125000,1,15000,1,Small Drone Durability Enhancer II,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Mining Augmentor I Blueprint,Rig Blueprint,100,125000,1,1500,1,Small Drone Mining Augmentor I,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Capital Signal Disruption Amplifier I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Signal Disruption Amplifier I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Signal Disruption Amplifier II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Signal Disruption Amplifier II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Inverted Signal Field Projector I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Inverted Signal Field Projector I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Inverted Signal Field Projector II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Inverted Signal Field Projector II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Augmentor I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Particle Dispersion Augmentor I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Augmentor II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Particle Dispersion Augmentor II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Projector I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Particle Dispersion Projector I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Projector II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Particle Dispersion Projector II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Targeting Systems Stabilizer I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Targeting Systems Stabilizer I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Targeting Systems Stabilizer II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Targeting Systems Stabilizer II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Tracking Diagnostic Subroutines I Blueprint,Rig Blueprint,30,50000000,1,6000,1,Capital Tracking Diagnostic Subroutines I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Tracking Diagnostic Subroutines II Blueprint,Rig Blueprint,1,50000000,1,60000,1,Capital Tracking Diagnostic Subroutines II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Large Targeting Systems Stabilizer I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Targeting Systems Stabilizer I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Augmentor I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Particle Dispersion Augmentor I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Projector I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Particle Dispersion Projector I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Inverted Signal Field Projector I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Inverted Signal Field Projector I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Tracking Diagnostic Subroutines I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Tracking Diagnostic Subroutines I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Signal Disruption Amplifier II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Signal Disruption Amplifier II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Augmentor II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Particle Dispersion Augmentor II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Inverted Signal Field Projector II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Inverted Signal Field Projector II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Tracking Diagnostic Subroutines II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Tracking Diagnostic Subroutines II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Projector II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Particle Dispersion Projector II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Targeting Systems Stabilizer II Blueprint,Rig Blueprint,1,1250000,1,45000,1,Large Targeting Systems Stabilizer II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Signal Disruption Amplifier I Blueprint,Rig Blueprint,40,1250000,1,4500,1,Large Signal Disruption Amplifier I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Medium Signal Disruption Amplifier I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Signal Disruption Amplifier I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Signal Disruption Amplifier II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Signal Disruption Amplifier II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Inverted Signal Field Projector I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Inverted Signal Field Projector I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Inverted Signal Field Projector II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Inverted Signal Field Projector II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Augmentor I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Particle Dispersion Augmentor I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Augmentor II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Particle Dispersion Augmentor II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Projector I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Particle Dispersion Projector I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Projector II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Particle Dispersion Projector II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Targeting Systems Stabilizer I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Targeting Systems Stabilizer I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Targeting Systems Stabilizer II Blueprint,Rig Blueprint,1,750000,1,30000,1,Medium Targeting Systems Stabilizer II,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Tracking Diagnostic Subroutines I Blueprint,Rig Blueprint,60,750000,1,3000,1,Medium Tracking Diagnostic Subroutines I,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
